Product Sub-Category,Product Container,Continent,Customer Segment,Product Category,Ship Mode,Order Quantity,Profit,Sales,City,Country / Region,State or Province,Shipping Cost
Telephones and Communication,Small Box,North America,Corporate,Technology,Regular Air,12,-302,948,New York City,United States of America,New York,5
Telephones and Communication,Small Box,North America,Corporate,Technology,Regular Air,3,-168,237,Palm Coast,United States of America,Florida,5
Binders and Binder Accessories,Small Box,Asia,Corporate,Office Supplies,Regular Air,14,-13,212,Xiantao,China,Hubei Sheng,7
Paper,Small Box,South America,Corporate,Office Supplies,Regular Air,16,355,843,Rio de Janeiro,Brazil,Rio de Janeiro,6
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Regular Air,3,-30,45,Miami,United States of America,Florida,7
Computer Peripherals,Small Box,North America,Corporate,Technology,Express Air,10,61,298,Warren,United States of America,Ohio,6
Computer Peripherals,Small Box,Asia,Corporate,Technology,Express Air,39,61,1163,Istanbul,Turkey,Istanbul,6
Telephones and Communication,Small Pack,North America,Home Office,Technology,Regular Air,17,908,1316,Iowa City,United States of America,Iowa,3
Telephones and Communication,Small Pack,South America,Home Office,Technology,Regular Air,66,1326,5110,Lima,Peru,Provincia de Lima,3
Office Furnishings,Small Box,Asia,Consumer,Furniture,Regular Air,90,-162,172,Dongguan,China,Guangdong Sheng,5
Office Furnishings,Small Box,North America,Consumer,Furniture,Regular Air,22,2497,42,Chesapeake,United States of America,Virginia,5
Pens & Art Supplies,Small Pack,Africa,Small Business,Office Supplies,Regular Air,78,183,1610,Addis Ababa,Ethiopia,Addis Ababa,3
Pens & Art Supplies,Small Pack,North America,Small Business,Office Supplies,Regular Air,20,183,413,Las Cruces,United States of America,New Mexico,3
Envelopes,Small Box,Africa,Small Business,Office Supplies,Regular Air,96,1340,8373,Addis Ababa,Ethiopia,Addis Ababa,20
Binders and Binder Accessories,Small Box,South America,Corporate,Office Supplies,Regular Air,24,1337,3978,Rio de Janeiro,Brazil,Rio de Janeiro,20
Envelopes,Small Box,North America,Small Business,Office Supplies,Regular Air,24,1340,2093,Rio Rancho,United States of America,New Mexico,20
Paper,Wrap Bag,Asia,Consumer,Office Supplies,Regular Air,45,24,211,Chongqing,China,Chongqing Shi,2
Paper,Wrap Bag,North America,Consumer,Office Supplies,Regular Air,11,24,52,La Quinta,United States of America,California,2
Pens & Art Supplies,Wrap Bag,North America,Corporate,Office Supplies,Regular Air,23,9,150,Salina Cruz,Mexico,Oaxaca,2
Pens & Art Supplies,Wrap Bag,North America,Corporate,Office Supplies,Regular Air,6,39,39,Florence,United States of America,Kentucky,2
Paper,Small Box,North America,Small Business,Office Supplies,Regular Air,12,-87,76,Kankakee,United States of America,Illinois,7
Paper,Small Box,North America,Small Business,Office Supplies,Regular Air,47,-87,299,San Diego,United States of America,California,7
Paper,Small Box,North America,Small Business,Office Supplies,Express Air,9,70,174,Kankakee,United States of America,Illinois,6
Paper,Small Box,North America,Small Business,Office Supplies,Express Air,37,70,717,San Diego,United States of America,California,6
Binders and Binder Accessories,Small Box,Asia,Consumer,Office Supplies,Regular Air,78,-135,315,Chongqing,China,Chongqing Shi,5
Appliances,Medium Box,South America,Consumer,Office Supplies,Regular Air,33,-84,362,Sao Paulo,Brazil,São Paulo,7
Binders and Binder Accessories,Small Box,North America,Consumer,Office Supplies,Regular Air,20,-135,81,La Quinta,United States of America,California,5
Appliances,Small Box,North America,Corporate,Office Supplies,Regular Air,72,419,3107,Salina Cruz,Mexico,Oaxaca,4
Appliances,Small Box,North America,Corporate,Office Supplies,Regular Air,18,-310,777,Florence,United States of America,Kentucky,4
Office Furnishings,Wrap Bag,North America,Small Business,Furniture,Regular Air,24,-75,319,Brooklyn Park,United States of America,Minnesota,7
Office Furnishings,Wrap Bag,Asia,Small Business,Furniture,Regular Air,96,-75,1277,Delhi,India,National Capital Territory of Delhi,7
Computer Peripherals,Small Pack,North America,Consumer,Technology,Regular Air,24,165,334,Stow,United States of America,Ohio,2
Computer Peripherals,Small Pack,North America,Consumer,Technology,Regular Air,96,165,1338,Philadelphia,United States of America,Pennsylvania,2
Telephones and Communication,Small Box,Asia,Small Business,Technology,Regular Air,31,71,3273,Karachi,Pakistan,Sindh,8
Computer Peripherals,Small Pack,Asia,Small Business,Technology,Regular Air,51,64,1569,Karachi,Pakistan,Sindh,4
Telephones and Communication,Small Box,North America,Small Business,Technology,Regular Air,8,-99,845,Jacksonville,United States of America,Florida,8
Appliances,Medium Box,North America,Consumer,Office Supplies,Regular Air,8,29,88,Madison,United States of America,Alabama,7
Computer Peripherals,Small Pack,North America,Small Business,Technology,Regular Air,13,-44,400,Jacksonville,United States of America,Florida,4
Paper,Small Box,Asia,Small Business,Office Supplies,Regular Air,32,-123,206,Ahmedabad,India,Gujarat,10
Paper,Small Box,North America,Small Business,Office Supplies,Regular Air,8,-110,52,Long Beach,United States of America,California,10
Office Furnishings,Wrap Bag,Asia,Home Office,Furniture,Regular Air,6,30,90,Manila,Philippines,Région Capitale Nationale,5
Office Furnishings,Wrap Bag,North America,Home Office,Furniture,Regular Air,1,18,15,Burlington,United States of America,North Carolina,5
Tables,Jumbo Box,North America,Home Office,Furniture,Delivery Truck,13,-837,3383,Kenmore,United States of America,New York,44
Tables,Jumbo Box,Australasia,Home Office,Furniture,Delivery Truck,51,-930,13273,Wellington,New Zealand,Wellington,44
Paper,Small Box,Asia,Home Office,Office Supplies,Express Air,75,50,1402,Manila,Philippines,Région Capitale Nationale,9
Paper,Small Box,North America,Home Office,Office Supplies,Express Air,19,14,355,Cary,United States of America,North Carolina,9
Telephones and Communication,Small Box,Asia,Home Office,Technology,Regular Air,26,-32,2562,Manila,Philippines,Région Capitale Nationale,6
Binders and Binder Accessories,Small Box,South America,Consumer,Office Supplies,Regular Air,44,556,1317,Sao Paulo,Brazil,São Paulo,3
Telephones and Communication,Small Box,North America,Home Office,Technology,Regular Air,6,-86,591,Burlington,United States of America,North Carolina,6
Telephones and Communication,Small Pack,Asia,Small Business,Technology,Regular Air,39,400,2787,Ahmedabad,India,Gujarat,1
Telephones and Communication,Small Pack,North America,Small Business,Technology,Regular Air,10,460,715,Long Beach,United States of America,California,1
Storage & Organization,Small Box,North America,Corporate,Office Supplies,Regular Air,12,-90,119,Owosso,United States of America,Michigan,7
Storage & Organization,Small Box,Asia,Corporate,Office Supplies,Regular Air,47,-100,467,Singapore,Singapore,Singapur,7
Rubber Bands,Wrap Bag,Asia,Corporate,Office Supplies,Regular Air,61,-17,277,Jeddah,Saudi Arabia,Makkah,1
Rubber Bands,Wrap Bag,North America,Corporate,Office Supplies,Regular Air,15,-16,68,Oregon City,United States of America,Oregon,1
Office Machines,Jumbo Drum,Asia,Corporate,Technology,Delivery Truck,39,2445,30622,Jeddah,Saudi Arabia,Makkah,16
Office Machines,Jumbo Drum,North America,Corporate,Technology,Delivery Truck,10,2811,7852,Oregon City,United States of America,Oregon,16
Chairs & Chairmats,Jumbo Drum,Asia,Corporate,Furniture,Delivery Truck,79,1420,15385,Jeddah,Saudi Arabia,Makkah,24
Office Furnishings,Small Pack,North America,Corporate,Furniture,Regular Air,9,76,111,La Vista,United States of America,Nebraska,3
Chairs & Chairmats,Jumbo Drum,North America,Corporate,Furniture,Delivery Truck,20,1633,3895,Oregon City,United States of America,Oregon,24
Storage & Organization,Small Box,North America,Consumer,Office Supplies,Regular Air,13,-103,74,Stow,United States of America,Ohio,5
Storage & Organization,Small Box,North America,Consumer,Office Supplies,Regular Air,53,-114,301,Philadelphia,United States of America,Pennsylvania,5
Appliances,Small Box,North America,Home Office,Office Supplies,Regular Air,1,-49,71,Greensburg,United States of America,Pennsylvania,4
Appliances,Small Box,South America,Home Office,Office Supplies,Regular Air,2,-55,142,Rio de Janeiro,Brazil,Rio de Janeiro,4
Rubber Bands,Wrap Bag,South America,Corporate,Office Supplies,Regular Air,37,2,56,Rio de Janeiro,Brazil,Rio de Janeiro,1
Pens & Art Supplies,Wrap Bag,South America,Corporate,Office Supplies,Regular Air,89,-6,149,Rio de Janeiro,Brazil,Rio de Janeiro,1
Rubber Bands,Wrap Bag,North America,Corporate,Office Supplies,Regular Air,9,439,14,Augusta,United States of America,Georgia,1
Pens & Art Supplies,Wrap Bag,North America,Corporate,Office Supplies,Regular Air,22,-721,37,Columbus,United States of America,Georgia,1
Chairs & Chairmats,Jumbo Drum,Asia,Corporate,Furniture,Delivery Truck,22,-284,2958,Moscow,Russian Federation,Moskva (city),30
Office Furnishings,Small Pack,North America,Corporate,Furniture,Regular Air,35,120,431,Mexico City,Mexico,Distrito Federal,3
Chairs & Chairmats,Jumbo Drum,North America,Corporate,Furniture,Delivery Truck,5,13,672,Cleveland,United States of America,Tennessee,30
Tables,Jumbo Box,South America,Consumer,Furniture,Delivery Truck,93,508,28679,Rio de Janeiro,Brazil,Rio de Janeiro,86
Tables,Jumbo Box,North America,Consumer,Furniture,Delivery Truck,23,-164,7093,Atlanta,United States of America,Georgia,86
Office Furnishings,Small Box,South America,Home Office,Furniture,Regular Air,79,219,4164,Rio de Janeiro,Brazil,Rio de Janeiro,20
Office Furnishings,Small Box,North America,Home Office,Furniture,Regular Air,20,297,1054,Virginia Beach,United States of America,Virginia,20
Tables,Large Box,North America,Home Office,Furniture,Regular Air,11,-868,1941,Romeoville,United States of America,Illinois,69
Tables,Large Box,Asia,Home Office,Furniture,Regular Air,43,-964,7587,Nagoya,Japan,Aichi,69
Binders and Binder Accessories,Small Box,North America,Consumer,Office Supplies,Regular Air,8,1641,2411,Laurel,United States of America,Maryland,20
Binders and Binder Accessories,Small Box,Asia,Consumer,Office Supplies,Regular Air,33,1427,9944,Seoul,Republic of Korea,Soul,20
Paper,Small Box,South America,Consumer,Office Supplies,Regular Air,59,-108,1855,Rio de Janeiro,Brazil,Rio de Janeiro,20
Paper,Small Box,North America,Small Business,Office Supplies,Regular Air,2,-4,102,Norfolk,United States of America,Nebraska,20
Paper,Small Box,North America,Consumer,Office Supplies,Regular Air,15,15,472,Atlanta,United States of America,Georgia,20
Paper,Small Box,North America,Consumer,Office Supplies,Regular Air,24,234,473,Weatherford,United States of America,Texas,6
Paper,Small Box,Asia,Consumer,Office Supplies,Regular Air,95,204,1871,Manila,Philippines,Région Capitale Nationale,6
Pens & Art Supplies,Wrap Bag,North America,Home Office,Office Supplies,Regular Air,20,5,58,Rye,United States of America,New York,1
Labels,Small Box,South America,Home Office,Office Supplies,Regular Air,79,30,205,Rio de Janeiro,Brazil,Rio de Janeiro,1
Pens & Art Supplies,Wrap Bag,South America,Home Office,Office Supplies,Regular Air,79,4,228,Rio de Janeiro,Brazil,Rio de Janeiro,1
Labels,Small Box,North America,Home Office,Office Supplies,Regular Air,20,4,52,Virginia Beach,United States of America,Virginia,1
Storage & Organization,Large Box,North America,Home Office,Office Supplies,Regular Air,19,-1220,646,Rockford,United States of America,Illinois,35
Storage & Organization,Large Box,Asia,Home Office,Office Supplies,Regular Air,77,-1356,2618,Nagoya,Japan,Aichi,35
"Scissors, Rulers and Trimmers",Small Pack,Asia,Home Office,Office Supplies,Regular Air,99,-269,818,Beijing,China,Beijing,8
Binders and Binder Accessories,Small Box,Asia,Small Business,Office Supplies,Regular Air,47,366,887,Dalian,China,Liaoning Sheng,1
"Scissors, Rulers and Trimmers",Small Pack,North America,Home Office,Office Supplies,Regular Air,25,-242,207,Los Banos,United States of America,California,8
Telephones and Communication,Small Box,Asia,Home Office,Technology,Regular Air,33,194,3342,Beijing,China,Beijing,4
Telephones and Communication,Small Box,North America,Home Office,Technology,Regular Air,8,223,810,Los Banos,United States of America,California,4
Office Furnishings,Small Pack,Europe,Small Business,Furniture,Regular Air,30,228,973,Rome,Italy,Lazio,4
Office Furnishings,Small Pack,North America,Small Business,Furniture,Regular Air,7,-50,227,Kingsport,United States of America,Tennessee,4
Paper,Small Box,Europe,Small Business,Office Supplies,Express Air,14,9,290,Rome,Italy,Lazio,6
Paper,Small Box,North America,Small Business,Office Supplies,Express Air,3,-877,62,Kingsport,United States of America,Tennessee,6
"Scissors, Rulers and Trimmers",Small Pack,Asia,Small Business,Office Supplies,Regular Air,91,-65,909,Karachi,Pakistan,Sindh,5
"Scissors, Rulers and Trimmers",Small Pack,North America,Small Business,Office Supplies,Regular Air,23,67,230,Long Beach,United States of America,Mississippi,5
Computer Peripherals,Small Pack,North America,Corporate,Technology,Regular Air,1,-48,16,Schenectady,United States of America,New York,2
Binders and Binder Accessories,Small Box,North America,Small Business,Office Supplies,Regular Air,3,-67,19,Pasadena,United States of America,California,8
"Scissors, Rulers and Trimmers",Small Pack,Europe,Consumer,Office Supplies,Regular Air,24,-6,192,Lisbon,Portugal,Lisboa,3
Telephones and Communication,Small Pack,North America,Corporate,Technology,Regular Air,1,-306,48,Schenectady,United States of America,New York,3
Computer Peripherals,Small Pack,Asia,Corporate,Technology,Regular Air,4,-53,63,Shanghai,China,Shanghai Shi,2
Telephones and Communication,Small Pack,Asia,Corporate,Technology,Regular Air,6,-340,288,Shanghai,China,Shanghai Shi,3
Storage & Organization,Small Box,North America,Corporate,Office Supplies,Regular Air,12,-74,174,Norman,United States of America,Oklahoma,8
Storage & Organization,Small Box,South America,Corporate,Office Supplies,Regular Air,49,-82,711,Sao Paulo,Brazil,São Paulo,8
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,3,42,169,Norman,United States of America,Oklahoma,11
Paper,Small Box,South America,Corporate,Office Supplies,Regular Air,12,37,678,Sao Paulo,Brazil,São Paulo,11
Storage & Organization,Small Box,North America,Corporate,Office Supplies,Regular Air,4,-18,54,Sayreville,United States of America,New Jersey,5
Storage & Organization,Small Box,Europe,Corporate,Office Supplies,Regular Air,18,-20,244,Warsaw,Poland,Mazowieckie,5
Office Furnishings,Wrap Bag,North America,Corporate,Furniture,Regular Air,6,147,251,Glen Cove,United States of America,New York,9
"Scissors, Rulers and Trimmers",Small Pack,North America,Consumer,Office Supplies,Regular Air,6,-6,48,Redding,United States of America,California,3
Office Furnishings,Wrap Bag,Asia,Corporate,Furniture,Regular Air,24,128,1004,Lahore,Pakistan,Punjab,9
Office Machines,Medium Box,South America,Consumer,Technology,Regular Air,77,1978,9594,Rio de Janeiro,Brazil,Rio de Janeiro,14
Office Machines,Medium Box,North America,Consumer,Technology,Regular Air,19,-112,2367,Farragut,United States of America,Tennessee,14
Appliances,Medium Box,South America,Consumer,Office Supplies,Regular Air,85,171,2085,Rio de Janeiro,Brazil,Rio de Janeiro,5
